category,amt,gender,city,state,zip,lat,long,city_pop,job,merch_lat,merch_long,is_fraud
health_fitness,7.39,F,Jermyn,PA,18433,41.5744,-75.5881,6508,Training and development officer,40.717993,-74.864358,NotFraud
shopping_pos,8.82,F,Mountain Center,CA,92561,33.6401,-116.5567,1661,"Therapist, music",33.522519,-116.443848,NotFraud
shopping_pos,7.8,F,Stanchfield,MN,55080,45.6675,-93.2433,2607,"Lecturer, further education",44.765368,-94.162531,NotFraud
personal_care,78.67,F,Yellowstone National Park,WY,82190,44.7957,-110.6137,369,Materials engineer,44.194013,-111.006684,NotFraud
personal_care,10.07,F,Browning,MO,64630,40.029,-93.1607,602,Cytogeneticist,40.932248,-93.029631,NotFraud
shopping_net,6.05,F,Bridgeport,NJ,8014,39.8016,-75.3478,504,"Engineer, control and instrumentation",40.019375,-75.298842,NotFraud
health_fitness,9.56,F,Tupper Lake,NY,12986,44.232,-74.4905,6120,Chartered loss adjuster,44.373793,-75.055296,NotFraud
health_fitness,22.55,F,Vero Beach,FL,32960,27.633,-80.4031,105638,"Librarian, public",28.396402,-80.819469,Fraud
personal_care,150.78,F,Pomona,NY,10970,41.1901,-74.0436,9993,Pensions consultant,40.650407,-75.007114,NotFraud
misc_pos,3.71,M,North Brookfield,MA,1535,42.2665,-72.0821,4680,Field seismologist,41.892731,-71.283269,NotFraud
shopping_net,55.98,F,Tupper Lake,NY,12986,44.232,-74.4905,6120,Chartered loss adjuster,44.250911,-75.056966,NotFraud
entertainment,43.79,F,Joliet,IL,60432,41.5378,-88.0572,128354,"Teacher, secondary school",41.408522,-87.879941,NotFraud
home,56.96,M,Alexandria,VA,22311,38.832,-77.12,321490,"Scientist, biomedical",38.161602,-76.355996,NotFraud
home,2.77,M,Highland,IN,46322,41.55,-87.4569,23727,Community arts worker,42.079552,-87.242921,NotFraud
kids_pets,104.34,F,Oolitic,IN,47451,38.8938,-86.5246,1228,Counsellor,39.153728,-86.43304,NotFraud
travel,786.93,F,Prairie Hill,TX,76678,31.6591,-96.8094,263,Barrister,32.123711,-96.728616,NotFraud
personal_care,29.77,M,Weeping Water,NE,68463,40.8731,-96.1528,1517,Dealer,40.242989,-95.277532,NotFraud
health_fitness,35.7,F,Thomas,WV,26292,39.1505,-79.503,836,Forensic psychologist,38.358771,-79.274573,NotFraud
home,37.88,F,Jermyn,PA,18433,41.5744,-75.5881,6508,Training and development officer,41.349396,-76.284545,NotFraud
shopping_pos,9.96,M,Oakland,CA,94619,37.7878,-122.1884,381459,Barista,37.640887,-121.610259,NotFraud
food_dining,3.21,F,Battle Creek,IA,51006,42.3327,-95.6045,1075,"Teacher, early years/pre",43.1706,-95.302057,NotFraud
misc_net,104.11,F,Stittville,NY,13469,43.2229,-75.2899,847,Systems analyst,42.798203,-74.799329,NotFraud
shopping_net,1128.26,M,Denham Springs,LA,70726,30.459,-90.9027,71335,Herbalist,30.354797,-91.146131,Fraud
kids_pets,152.14,F,Mulberry Grove,IL,62262,38.9311,-89.2463,1810,Race relations officer,39.803267,-89.666964,NotFraud
personal_care,18.03,M,Oriskany Falls,NY,13425,42.9576,-75.4838,1970,"Programmer, multimedia",43.121402,-75.417785,NotFraud
personal_care,31.75,F,Stirling,NJ,7980,40.6774,-74.4968,2307,Science writer,40.487524,-74.021435,NotFraud
home,6.45,M,Linthicum Heights,MD,21090,39.2092,-76.6681,9784,"Conservator, furniture",39.21164,-76.781975,NotFraud
home,5.94,F,Central,IN,47110,38.097,-86.1723,350,Counsellor,38.45973,-86.878317,NotFraud
kids_pets,88.33,F,Humboldt,AZ,86329,34.5189,-112.2523,1179,"Civil engineer, contracting",33.662513,-112.668831,NotFraud
home,25.23,M,Fayetteville,NC,28314,35.0583,-79.008,238602,"Scientist, research (maths)",35.623992,-78.263237,NotFraud
kids_pets,78.86,F,Roma,TX,78584,26.4215,-99.0025,18128,IT trainer,26.623654,-98.262925,NotFraud
health_fitness,24.09,F,White Sulphur Springs,WV,24986,37.7827,-80.3129,5216,Community development worker,37.078323,-81.240911,NotFraud
health_fitness,103.26,M,Espanola,NM,87533,35.9866,-106.0654,18408,Historic buildings inspector/conservation officer,36.602369,-106.842313,NotFraud
food_dining,5.31,M,Newark Valley,NY,13811,42.2281,-76.1625,4354,Further education lecturer,41.751243,-76.490653,NotFraud
personal_care,2.63,F,Yellowstone National Park,WY,82190,44.7957,-110.6137,369,Materials engineer,45.046616,-110.274889,NotFraud
shopping_pos,92.69,F,Mobile,AL,36617,30.7145,-88.0918,270712,"Surveyor, land/geomatics",31.464444,-88.05905,NotFraud
misc_pos,28.45,M,West Harrison,NY,10604,41.0592,-73.7395,11250,Lexicographer,40.994684,-73.427976,NotFraud
health_fitness,295.64,M,Saint Francis,KY,40062,37.6047,-85.4251,301,"Research officer, political party",37.152263,-84.49728,NotFraud
personal_care,23.68,M,Belmond,IA,50421,42.8511,-93.62,3032,Community pharmacist,41.976564,-93.864531,NotFraud
entertainment,37.47,M,Huntsville,AL,35811,34.7789,-86.5438,190178,Television production assistant,34.782342,-85.7465,NotFraud
home,34.48,M,Kensington,MD,20895,39.0298,-77.0793,19054,Operations geologist,39.574859,-77.469364,NotFraud
food_dining,119.91,M,Jackson,MS,39211,32.3739,-90.1293,233060,"Horticulturist, commercial",31.558322,-90.813808,NotFraud
shopping_net,2.83,M,Oconto Falls,WI,54154,44.8755,-88.1555,5548,Mining engineer,45.61385,-87.515501,NotFraud
kids_pets,10.1,F,Moravian Falls,NC,28654,36.0788,-81.1781,3495,"Psychologist, counselling",36.93643,-80.231585,NotFraud
personal_care,3.3,M,Edmond,OK,73034,35.6665,-97.4798,116001,Media buyer,36.386212,-98.335871,NotFraud
personal_care,5.54,F,Manquin,VA,23106,37.7184,-77.186,976,"Engineer, automotive",37.570665,-76.688441,NotFraud
entertainment,210.34,F,Port Gibson,NY,14537,43.033,-77.1575,207,Database administrator,43.84673,-76.640857,NotFraud
food_dining,8.57,F,Jones,AL,36749,32.5104,-86.8138,1089,Materials engineer,31.543464,-86.860691,NotFraud
personal_care,7.31,F,Sun City,CA,92585,33.7467,-117.1721,54287,"Designer, exhibition/display",34.227925,-117.845459,NotFraud
health_fitness,109.32,M,Afton,MI,49705,45.3637,-84.4695,937,Technical brewer,44.784272,-85.216922,NotFraud
shopping_net,9.81,F,Barneveld,NY,13304,43.2237,-75.1612,1684,IT trainer,43.623778,-75.122767,NotFraud
shopping_pos,9.94,M,Bowdoin,ME,4287,44.0575,-69.9656,3224,"Engineer, electronics",44.359874,-69.764966,NotFraud
health_fitness,14.17,F,Marietta,SC,29661,35.0296,-82.5136,5648,Museum/gallery exhibitions officer,35.588484,-81.599065,NotFraud
shopping_net,1.87,M,Hudson,NY,12534,42.247,-73.7552,17867,Travel agency manager,42.171022,-74.628191,NotFraud
travel,4.32,M,Heiskell,TN,37754,36.115,-84.0438,4729,"Geologist, wellsite",35.428641,-83.486086,NotFraud
misc_net,3.1,F,Alpharetta,GA,30009,34.077,-84.3033,165556,Prison officer,34.874435,-83.331818,NotFraud
travel,5.19,M,Hudson,NY,12534,42.247,-73.7552,17867,Travel agency manager,42.023415,-72.901646,NotFraud
kids_pets,122.66,F,Powell Butte,OR,97753,44.2415,-121.0113,2016,Local government officer,43.487761,-120.679524,NotFraud
shopping_pos,373.35,F,De Soto,KS,66018,38.9462,-94.9714,5760,Chief Executive Officer,38.124808,-95.876824,NotFraud
shopping_net,3.32,F,Houston,TX,77007,29.7736,-95.4034,2906700,"Copywriter, advertising",29.056422,-94.531862,NotFraud
food_dining,19.58,M,Bolton,NC,28423,34.3091,-78.3372,2290,"Engineer, biomedical",34.743135,-78.537055,NotFraud
kids_pets,45.39,M,Hewitt,WI,54441,44.6437,-90.1031,828,Arts development officer,43.992661,-90.603514,NotFraud
kids_pets,5.88,M,Ballwin,MO,63021,38.577,-90.5255,92608,"Engineer, communications",38.542502,-91.343863,NotFraud
shopping_net,1.62,M,Espanola,NM,87533,35.9866,-106.0654,18408,Historic buildings inspector/conservation officer,35.017003,-105.665864,NotFraud
kids_pets,47.32,M,Helm,CA,93627,36.4992,-120.0936,123,Early years teacher,35.539895,-119.200726,NotFraud
entertainment,100.74,F,Ranier,MN,56668,48.6031,-93.2977,136,Ceramics designer,48.090407,-93.896243,NotFraud
kids_pets,60.08,F,Barneveld,NY,13304,43.2237,-75.1612,1684,IT trainer,43.429041,-75.868154,NotFraud
shopping_pos,9.07,F,Roma,TX,78584,26.4215,-99.0025,18128,IT trainer,27.396997,-99.848493,NotFraud
food_dining,28.55,F,Shenandoah Junction,WV,25442,39.3716,-77.8229,1925,Systems developer,38.716694,-77.602616,NotFraud
health_fitness,42.49,M,Malad City,ID,83252,42.1808,-112.262,4154,Nature conservation officer,41.376167,-111.701443,NotFraud
health_fitness,151.8,F,Stirling,NJ,7980,40.6774,-74.4968,2307,Science writer,40.653966,-74.456638,NotFraud
travel,3.18,M,New Holstein,WI,53061,43.9446,-88.0911,5196,Child psychotherapist,43.088345,-88.30689,NotFraud
shopping_net,931.82,M,Denham Springs,LA,70726,30.459,-90.9027,71335,Herbalist,30.761363,-91.7136,Fraud
health_fitness,98.53,F,Fort Myers,FL,33967,26.4722,-81.8122,224256,Paramedic,26.305974,-80.922927,NotFraud
entertainment,22.22,F,Grassflat,PA,16839,41.0036,-78.1104,489,Pension scheme manager,41.655722,-77.902414,NotFraud
home,210.08,F,Saint Amant,LA,70774,30.2385,-90.8435,10076,"Surveyor, rural practice",29.319625,-90.572961,NotFraud
health_fitness,13.38,M,Holliday,TX,76366,33.6751,-98.6576,2317,Chief Technology Officer,33.400837,-98.538019,NotFraud
home,4.95,F,Rock Springs,WY,82901,41.606,-109.23,27971,Music therapist,40.615935,-109.889984,NotFraud
shopping_net,7.84,F,Jones,AL,36749,32.5104,-86.8138,1089,Materials engineer,31.540664,-87.193562,NotFraud
shopping_pos,3.69,F,Jones,AL,36749,32.5104,-86.8138,1089,Materials engineer,32.936128,-87.695952,NotFraud
travel,2.94,F,De Soto,KS,66018,38.9462,-94.9714,5760,Chief Executive Officer,38.305043,-95.07734,NotFraud
personal_care,32.04,F,Creola,OH,45622,39.3543,-82.503,321,"Copywriter, advertising",39.166782,-83.053881,NotFraud
shopping_pos,9.71,F,Conway,WA,98238,48.34,-122.3456,85,"Research officer, political party",48.767963,-122.369749,NotFraud
personal_care,137.69,F,Plainfield,NJ,7060,40.6152,-74.415,71485,Leisure centre manager,40.518022,-75.353592,NotFraud
shopping_net,983,M,Denham Springs,LA,70726,30.459,-90.9027,71335,Herbalist,29.902451,-91.749089,Fraud
entertainment,131.5,F,Meridian,TX,76665,31.929,-97.6443,2526,Phytotherapist,31.034911,-98.493232,NotFraud
health_fitness,51.2,M,Sacramento,CA,95842,38.6865,-121.3494,757530,Soil scientist,39.002148,-121.972243,NotFraud
shopping_net,5.18,M,Wilmette,IL,60091,42.0765,-87.7246,27020,Trade mark attorney,41.281619,-86.859499,NotFraud
health_fitness,33.57,M,Oriskany Falls,NY,13425,42.9576,-75.4838,1970,"Programmer, multimedia",43.736848,-74.784611,NotFraud
entertainment,38.2,F,Basye,VA,22810,38.8089,-78.7776,863,"Engineer, mining",38.202618,-78.923818,NotFraud
shopping_net,1.75,F,Goodrich,MI,48438,42.9147,-83.4845,6951,Learning disability nurse,42.341938,-84.079092,NotFraud
travel,5.17,F,Santa Monica,CA,90403,34.0287,-118.4924,92043,"Civil engineer, contracting",33.408394,-117.734123,NotFraud
home,15.46,F,Thrall,TX,76578,30.592,-97.2893,1766,Press sub,29.717333,-98.269962,NotFraud
health_fitness,6.07,M,Luzerne,MI,48636,44.6001,-84.2931,864,General practice doctor,44.234549,-83.64632,NotFraud
entertainment,6.03,M,Humble,TX,77338,30.0041,-95.2825,194500,Tax adviser,29.599628,-95.433866,NotFraud
food_dining,15.23,F,Westerville,NE,68881,41.4193,-99.3844,73,Product designer,41.652587,-99.826486,NotFraud
health_fitness,3.97,F,May,TX,76857,31.9571,-98.9656,1791,Corporate investment banker,31.10215,-98.374267,NotFraud
personal_care,23.69,F,Grover,NC,28073,35.1836,-81.4552,5621,Toxicologist,35.406833,-81.083972,NotFraud
shopping_net,2.4,F,Diamond,OH,44412,41.0935,-81.0425,2644,"Engineer, biomedical",40.679331,-81.448999,NotFraud
home,82.54,F,Cherokee Village,AR,72529,36.3011,-91.5281,4726,Pharmacologist,37.102458,-91.525293,NotFraud
home,15.79,M,Greenwich,NJ,8323,39.4055,-75.3209,804,Insurance risk surveyor,39.36789,-75.637601,NotFraud
kids_pets,50.28,M,Chester Heights,PA,19017,39.8839,-75.4669,348,Management consultant,39.611936,-74.925592,NotFraud
personal_care,20.57,F,Mulberry Grove,IL,62262,38.9311,-89.2463,1810,Race relations officer,38.517919,-88.791023,NotFraud
health_fitness,19.95,F,Roosevelt,OK,73564,34.847,-98.9836,551,Amenity horticulturist,34.271697,-98.742719,NotFraud
shopping_pos,5.52,F,Redford,MO,63665,37.3272,-91.0243,241,Investment analyst,38.015184,-90.215185,NotFraud
personal_care,163.49,F,Beaver Falls,PA,15010,40.7687,-80.3592,28425,Podiatrist,41.540327,-79.948232,NotFraud
entertainment,29.78,M,Key West,FL,33040,24.6557,-81.3824,32891,Town planner,24.082254,-81.644011,NotFraud
entertainment,205.82,F,Leonard,TX,75452,33.4044,-96.2238,4090,Sub,32.691938,-96.496754,NotFraud
food_dining,36.99,M,Tekoa,WA,99033,47.2271,-117.0819,895,Clothing/textile technologist,47.382283,-116.340825,NotFraud
entertainment,46.93,F,Philadelphia,PA,19149,40.0369,-75.0664,1526206,Structural engineer,40.018141,-74.785727,NotFraud
kids_pets,20.42,M,Southfield,MI,48034,42.4969,-83.2911,75830,"Engineer, automotive",42.443288,-83.600238,NotFraud
food_dining,2.64,F,Whaleyville,MD,21872,38.4121,-75.2811,718,Regulatory affairs officer,38.579881,-74.49333,NotFraud
kids_pets,86.23,F,Coyle,OK,73027,35.8985,-97.2607,1493,Amenity horticulturist,35.069578,-97.572451,NotFraud
misc_pos,36.13,F,Jones,AL,36749,32.5104,-86.8138,1089,Materials engineer,33.010868,-86.798841,NotFraud
shopping_pos,3.32,M,Arlington,VA,22213,38.8954,-77.1633,207410,Mudlogger,38.787164,-77.216642,NotFraud
food_dining,7.08,F,Arcadia,SC,29320,34.9572,-81.9916,530,Animal technologist,34.33141,-82.67154,NotFraud
shopping_net,2.88,F,Birmingham,IA,52535,40.8626,-91.9534,888,Camera operator,40.363928,-91.311934,NotFraud
shopping_pos,124.34,F,Burrton,KS,67020,38.0261,-97.6666,1689,Gaffer,37.316456,-97.548209,NotFraud
shopping_pos,1.14,M,Conway,NH,3818,43.9742,-71.1503,3807,Surgeon,44.360813,-71.232337,NotFraud
kids_pets,90.14,F,Lahoma,OK,73754,36.385,-98.0727,1078,"Programme researcher, broadcasting/film/video",36.263368,-98.158857,NotFraud
personal_care,35.42,F,Clayton,OK,74536,34.5906,-95.38,1760,Occupational psychologist,33.980454,-95.528837,NotFraud
kids_pets,52.1,M,Doe Hill,VA,24433,38.4207,-79.4629,99,Dance movement psychotherapist,37.647145,-79.110651,NotFraud
home,14.87,M,Cross,SC,29436,33.3364,-80.1859,4471,Occupational hygienist,33.891362,-80.595908,NotFraud
health_fitness,75.74,M,Richland,NJ,8350,39.485,-74.8776,825,Licensed conveyancer,39.219899,-74.795862,NotFraud
food_dining,7.61,M,Tekoa,WA,99033,47.2271,-117.0819,895,Clothing/textile technologist,46.586792,-117.172657,NotFraud
shopping_pos,143.52,M,Oak Hill,NY,12460,42.4069,-74.1528,277,Glass blower/designer,42.977748,-74.369973,NotFraud
shopping_pos,9.21,F,Indianapolis,IN,46254,39.849,-86.272,910148,Firefighter,40.768468,-87.242738,NotFraud
kids_pets,28.23,F,Lowell,OR,97452,43.921,-122.7806,1420,Systems analyst,43.898237,-123.115526,NotFraud
kids_pets,25.84,F,Randolph,OH,44265,41.0109,-81.2977,51,Mechanical engineer,40.682805,-82.046701,NotFraud
shopping_pos,167.59,F,Stittville,NY,13469,43.2229,-75.2899,847,Systems analyst,44.02732,-75.198189,NotFraud
travel,7.67,M,Minneapolis,MN,55403,44.9673,-93.2828,1022298,Chemical engineer,45.84455,-93.586683,NotFraud
health_fitness,96,F,Valdosta,GA,31605,30.946,-83.2474,94325,Educational psychologist,30.121876,-83.861732,NotFraud
shopping_net,6.63,F,Florence,MS,39073,32.153,-90.1217,19685,Fine artist,31.350082,-89.609291,NotFraud
home,118.61,M,Sacramento,CA,95827,38.5662,-121.3286,757530,Magazine features editor,37.791795,-120.447354,NotFraud
shopping_net,4.12,M,Heiskell,TN,37754,36.115,-84.0438,4729,"Geologist, wellsite",35.819041,-84.859234,NotFraud
health_fitness,22.63,M,Zavalla,TX,75980,31.1569,-94.3871,2836,"Designer, jewellery",30.759975,-94.300952,NotFraud
home,74.37,M,Andrews,NC,28901,35.1959,-83.8228,5354,Retail buyer,35.071149,-83.187022,NotFraud
shopping_pos,9.87,F,Grover,NC,28073,35.1836,-81.4552,5621,Toxicologist,35.815845,-82.329097,NotFraud
health_fitness,118.65,F,Diamond,OH,44412,41.0935,-81.0425,2644,"Engineer, biomedical",40.749333,-81.865834,NotFraud
entertainment,80.22,M,Mount Saint Joseph,OH,45051,39.0965,-84.6431,177,Exhibition designer,38.688966,-84.510513,NotFraud
entertainment,21.91,F,Philadelphia,PA,19154,40.0897,-74.9781,1526206,Commercial horticulturist,39.18737,-74.457848,NotFraud
food_dining,121.13,F,Dunlevy,PA,15432,40.1151,-79.8627,427,Mining engineer,40.868578,-80.406352,NotFraud
shopping_net,955.16,M,Benton,WI,53803,42.5545,-90.3508,1306,Public relations officer,43.027879,-90.493768,Fraud
home,75.63,M,Bridger,MT,59014,45.2857,-108.9082,1446,Chartered loss adjuster,45.853662,-109.444386,NotFraud
gas_transport,66.75,F,Fenelton,PA,16034,40.8555,-79.7372,2054,Operations geologist,40.727315,-80.509524,NotFraud
grocery_net,99.94,F,Camden,NY,13316,43.3392,-75.7543,6460,Building control surveyor,42.7531,-75.137688,NotFraud
misc_net,325.61,F,Stirling,NJ,7980,40.6774,-74.4968,2307,Science writer,40.096047,-73.566039,NotFraud
gas_transport,84.13,F,Napa,CA,94558,38.4549,-122.2564,94014,Airline pilot,38.576704,-121.486292,NotFraud
grocery_net,53.75,M,Shelter Island,NY,11964,41.064,-72.3366,1858,Clinical biochemist,41.530082,-72.997182,NotFraud
food_dining,68.39,F,Gadsden,AL,35901,34.048,-85.9246,67082,Physiological scientist,33.921469,-86.344426,NotFraud
shopping_pos,7.47,M,Oakdale,NY,11769,40.7382,-73.1297,9506,"Biochemist, clinical",39.929059,-73.741949,NotFraud
gas_transport,55.32,F,Blairstown,MO,64726,38.5319,-93.9221,467,Agricultural consultant,38.550494,-94.392731,NotFraud
shopping_net,9.59,M,Ruth,NV,89319,39.3426,-114.8859,450,Interpreter,39.961316,-115.412487,NotFraud
misc_pos,1.23,M,Iliff,CO,80736,40.7692,-103.0968,648,Community arts worker,40.058627,-104.067801,NotFraud
misc_net,91.61,M,Zaleski,OH,45698,39.283,-82.3977,341,Accounting technician,38.957911,-83.318206,NotFraud
misc_net,701.81,M,Denham Springs,LA,70726,30.459,-90.9027,71335,Herbalist,30.652786,-90.206798,Fraud
grocery_net,66.39,F,Albuquerque,NM,87109,35.1506,-106.569,641349,Civil Service administrator,35.402522,-106.846233,NotFraud
gas_transport,62.62,M,Kirk,CO,80824,39.6171,-102.4776,207,Network engineer,39.193646,-102.32685,NotFraud
grocery_pos,48.33,M,Methuen,MA,1844,42.728,-71.181,47249,Market researcher,42.72081,-70.539516,NotFraud
food_dining,68.5,M,Lakeland,FL,33813,27.9611,-81.9398,237282,"Radiographer, therapeutic",28.47421,-81.518852,NotFraud
grocery_pos,108.2,M,Olmsted,IL,62970,37.1935,-89.0933,639,Mechanical engineer,36.816887,-88.675529,NotFraud
grocery_net,54.07,F,Spencer,SD,57374,43.7557,-97.5936,343,"Development worker, international aid",42.975203,-97.178157,NotFraud
misc_pos,36.28,M,New Boston,IL,61272,41.2153,-90.9879,1504,Manufacturing engineer,42.188481,-91.647374,NotFraud
misc_pos,16.15,F,Phoenix,AZ,85020,33.5623,-112.0559,1312922,Contractor,34.1184,-112.948773,NotFraud
misc_pos,44.17,M,Fenelton,PA,16034,40.8555,-79.7372,2054,Communications engineer,40.180693,-80.164687,NotFraud
misc_net,432.31,F,Goodrich,MI,48438,42.9147,-83.4845,6951,Learning disability nurse,43.283413,-83.54444,NotFraud
misc_net,5.2,F,Liberty Mills,IN,46946,41.0356,-85.7358,136,Soil scientist,40.260898,-85.280002,NotFraud
misc_pos,6.39,F,Cape Coral,FL,33909,26.6939,-81.9452,156391,Higher education careers adviser,26.602812,-81.215557,NotFraud
shopping_pos,4.73,F,Corsica,PA,15829,41.1762,-79.1976,1274,Maintenance engineer,41.475186,-80.007077,NotFraud
shopping_net,81.6,M,Lonetree,WY,82936,41.0552,-110.1603,49,Research scientist (physical sciences),40.657596,-109.461985,NotFraud
misc_pos,41.19,M,West Hartford,VT,5084,43.7185,-72.4439,140,"Development worker, community",43.88294,-71.934389,NotFraud
misc_net,4.13,M,Topeka,KS,66616,39.0645,-95.6413,163415,Clinical cytogeneticist,39.44686,-96.235278,NotFraud
entertainment,54.02,M,North Judson,IN,46366,41.2244,-86.6966,5791,"Doctor, general practice",40.227596,-85.86383,NotFraud
gas_transport,42.27,F,Corsica,PA,15829,41.1762,-79.1976,1274,Maintenance engineer,41.500355,-78.604957,NotFraud
misc_net,8.97,F,Riverview,MI,48193,42.1782,-83.2461,15623,Writer,43.030085,-83.03205,NotFraud
misc_pos,5.2,M,Mooresville,NC,28117,35.584,-80.8685,69793,Control and instrumentation engineer,35.656116,-80.481836,NotFraud
gas_transport,64.29,M,Matawan,NJ,7747,40.4109,-74.238,30770,Drilling engineer,41.166513,-74.573821,NotFraud
misc_net,15.72,F,Enola,AR,72047,35.2087,-92.2123,969,"Physicist, medical",34.326535,-92.277737,NotFraud
grocery_net,100.92,M,Lonsdale,MN,55046,44.4477,-93.4252,5211,Chief Strategy Officer,45.352283,-92.885389,NotFraud
grocery_net,78.54,F,De Soto,KS,66018,38.9462,-94.9714,5760,Chief Executive Officer,38.708993,-94.620831,NotFraud
grocery_pos,240.09,F,Lebanon,VA,24266,36.8809,-82.0956,9521,"Teacher, English as a foreign language",36.502494,-81.683648,NotFraud
shopping_net,88.08,M,Utica,PA,16362,41.4798,-79.9403,1102,Garment/textile technologist,42.071634,-79.283907,NotFraud
gas_transport,87.12,F,Shenandoah Junction,WV,25442,39.3716,-77.8229,1925,Systems developer,40.045941,-78.139764,NotFraud
misc_pos,6.42,M,Howells,NE,68641,41.6964,-96.9858,1063,Research scientist (maths),42.54643,-97.00985,NotFraud
grocery_pos,128.94,F,Thrall,TX,76578,30.592,-97.2893,1766,Press sub,29.776212,-97.765839,NotFraud
gas_transport,62.7,M,Cadiz,KY,42211,36.802,-87.8286,13422,Commissioning editor,36.811578,-87.112117,NotFraud
gas_transport,53.42,M,Kent,OR,97033,45.0838,-120.6649,60,Museum education officer,45.521598,-119.843819,NotFraud
misc_net,722.94,F,Tupper Lake,NY,12986,44.232,-74.4905,6120,Chartered loss adjuster,45.08194,-73.750262,NotFraud
entertainment,128.73,F,West Henrietta,NY,14586,43.0397,-77.6871,10256,"Teacher, primary school",43.446351,-76.739011,NotFraud
entertainment,91.17,F,Bailey,NC,27807,35.8072,-78.0892,6629,Call centre manager,35.16777,-77.827765,NotFraud
gas_transport,50.3,F,Brooklyn,NY,11217,40.6816,-73.9798,2504700,Medical sales representative,41.483531,-73.520897,NotFraud
entertainment,38.69,F,New Waverly,TX,77358,30.5354,-95.4532,4993,"Scientist, biomedical",30.570345,-95.502377,NotFraud
grocery_net,53.85,F,Lakeport,CA,95453,39.047,-122.9328,11256,Podiatrist,39.650264,-123.390242,NotFraud
grocery_pos,207.48,F,Greendale,WI,53129,42.9373,-87.9943,13973,Logistics and distribution manager,42.242654,-87.599956,NotFraud
shopping_pos,180.73,M,Harrington Park,NJ,7640,40.9918,-73.98,4664,"Radiographer, diagnostic",40.518228,-74.892411,NotFraud
grocery_pos,133.22,F,Grassflat,PA,16839,41.0036,-78.1104,489,Pension scheme manager,41.927899,-77.611006,NotFraud
misc_net,8.64,F,Shenandoah Junction,WV,25442,39.3716,-77.8229,1925,Systems developer,39.166751,-77.168948,NotFraud
shopping_pos,54.33,F,Enola,AR,72047,35.2087,-92.2123,969,"Physicist, medical",34.538354,-91.572353,NotFraud
grocery_pos,211.71,F,Bauxite,AR,72011,34.5091,-92.4828,4074,"Scientist, audiological",34.909676,-92.574786,NotFraud
grocery_pos,37.09,M,Saint Petersburg,FL,33710,27.7898,-82.7243,341043,"Engineer, land",27.533176,-82.554025,NotFraud
shopping_net,559.59,F,Grand Ridge,FL,32442,30.7148,-85.021,3699,Art gallery manager,29.970247,-84.076774,NotFraud
gas_transport,75.73,F,Sun City,CA,92585,33.7467,-117.1721,54287,"Designer, exhibition/display",33.482737,-116.923021,NotFraud
gas_transport,58.74,M,Holloway,OH,43985,40.0113,-80.9701,128,Child psychotherapist,39.099347,-80.566364,NotFraud
entertainment,152.32,M,Springfield Gardens,NY,11413,40.6645,-73.7559,38912,Production manager,40.118696,-74.441971,NotFraud
grocery_pos,195.4,F,Goodrich,MI,48438,42.9147,-83.4845,6951,Learning disability nurse,43.782725,-83.834096,NotFraud
gas_transport,61.15,F,Colton,WA,99113,46.5901,-117.1692,761,Chief Marketing Officer,46.057708,-116.887506,NotFraud
grocery_net,48.85,F,Mobile,AL,36617,30.7145,-88.0918,270712,"Surveyor, land/geomatics",30.089755,-88.852986,NotFraud
grocery_net,63.77,M,El Paso,TX,79906,31.8092,-106.4247,749635,Market researcher,31.024993,-106.787964,NotFraud
grocery_pos,68.9,M,Washington,DC,20012,38.9757,-77.0282,601723,"Optician, dispensing",39.132224,-77.579934,NotFraud
grocery_pos,91.08,F,Rocky Mount,MO,65072,38.2911,-92.7059,1847,Tax inspector,37.382888,-93.194541,NotFraud
grocery_net,28.44,F,Clarks Mills,PA,16114,41.3851,-80.1752,606,Energy manager,41.389473,-80.953438,NotFraud
grocery_pos,47.36,F,Hinesburg,VT,5461,44.3346,-73.098,4542,Claims inspector/assessor,43.840441,-72.234548,NotFraud
grocery_pos,223.39,F,Indianapolis,IN,46254,39.849,-86.272,910148,Firefighter,38.957945,-85.880791,NotFraud
gas_transport,49.89,F,Thompson,UT,84540,38.9999,-109.615,46,"Surveyor, minerals",38.743823,-109.485182,NotFraud
misc_pos,21.4,F,Bauxite,AR,72011,34.5091,-92.4828,4074,"Scientist, audiological",33.783916,-91.737904,NotFraud
shopping_net,92.67,M,Doe Hill,VA,24433,38.4207,-79.4629,99,Dance movement psychotherapist,38.228456,-79.672787,NotFraud
misc_net,6.31,M,Muskegon,MI,49440,43.2326,-86.2492,128715,Historic buildings inspector/conservation officer,43.454096,-85.578221,NotFraud
gas_transport,56.35,M,Johns Island,SC,29455,32.8357,-79.8217,20478,Materials engineer,33.288022,-80.620461,NotFraud
shopping_pos,1.07,F,Ridgeland,MS,39157,32.4122,-90.1207,24645,"Scientist, clinical (histocompatibility and immunogenetics)",32.816531,-90.941946,NotFraud
misc_pos,37.43,F,Sebring,FL,33872,27.4703,-81.4872,50835,Environmental consultant,27.831609,-80.65481,NotFraud
shopping_pos,7.32,F,Tomales,CA,94971,38.2427,-122.9145,337,Occupational psychologist,38.342218,-122.33227,NotFraud
grocery_net,72.15,F,West Monroe,LA,71291,32.5317,-92.176,54185,"Radiographer, diagnostic",32.315985,-92.595008,NotFraud
gas_transport,55.03,M,Oakland,CA,94619,37.7878,-122.1884,381459,Barista,38.578188,-121.820766,NotFraud
